6310
14.1917,-6.06537,5.50981
67.7275,162.838,5.32249
-22.7829,153.197,3.53735
154.646,42.3541,8.60628
185.867,-103.374,11.9572
212.742,165.028,8.57936
107.326,310.054,5.34013
-59.7574,312.459,2.58018
292.703,-6.65943,13.3425
357.543,-200.682,19.4796
271.961,348.747,8.54891
382.09,132.829,13.8079
21.2952,430.502,3.66071
129.987,440.748,5.40505
-96.7319,471.721,1.79114
463.329,-76.1192,20.0489
529.218,-297.991,26.3721
479.978,292.478,14.9242
401.19,523.097,10.7411
190.415,576.979,6.12436
571.826,73.4769,20.7035
-11.9872,510.577,2.99981
58.9357,537.448,4.05907
-31.4475,602.632,2.40611
-133.706,630.984,0.606117
646.597,-157.693,26.5541
700.894,-395.299,31.1685
575.306,431.04,16.4023
677.498,245.645,21.4952
539.097,579.144,14.0387
296.078,728.2,7.41205
455.501,705.031,10.905
119.406,797.337,3.98994
55.3522,663.245,3.5819
781.465,3.70268,27.1169
-60.5474,801.814,0.73613
832.853,-253.946,31.1415
872.569,-492.607,34.1047
655.761,538.598,17.6222
698.318,407.207,20.173
830.35,179.463,26.0456
805.246,332.123,23.7986
607.731,697.913,14.8945
233.563,904.256,5.3677
376.395,862.482,8.20849
512.519,839.287,11.3135
118.032,956.771,2.93684
2.9492,950.082,0.788015
948.122,67.4552,28.9271
963.013,-128.531,31.1829
1032.58,-353.258,33.8827
1044.24,-589.916,36.0717
777.783,488.578,21.3726
736.33,627.684,18.8899
939.421,248.336,26.9558
908.114,423.438,24.7388
631.569,844.795,14.2338
723.346,750.777,17.4101
315.289,1027.31,6.069
176.181,1053.4,3.33898
445.423,970.78,8.88767
558.499,954.654,11.4707
58.0595,1078.77,0.83693
1093.37,142.716,29.6289
1081.11,-40.9956,31.3954
1101.95,-194.181,32.9635
1236.92,-314.274,34.8596
1176.51,-499.358,36.2154
1215.92,-687.224,38.5712
862.934,602.377,22.1459
790.427,687.794,19.6556
1051.32,344.778,27.1584
1011.99,524.339,25.1
652.399,949.974,13.7577
734.923,876.133,16.4982
839.104,770.272,19.9887
226.255,1162.86,3.47623
339.869,1159.11,5.62045
409.341,1078.24,7.4534
105.891,1190.46,0.861859
500.496,1062.69,9.32654
608.595,1060.31,11.6468
1184.11,0.379474,31.8076
1198.88,275.566,29.1365
1250.64,103.467,31.3139
1196.1,-133.872,33.0782
1360.51,-221.275,34.9888
1273.21,-184.713,34.0111
1401.63,-375.467,36.8266
1352.9,-552.13,38.2931
1387.6,-784.533,41.0784
976.797,694.46,23.2606
1156.16,454.189,26.9899
1116.6,626.68,25.1738
728.417,1013.89,14.8857
834.714,926.983,18.2534
950.604,853.207,21.3819
147.405,1287.4,0.842042
272.896,1259.45,3.60651
369.803,1255.55,5.45207
445.632,1171.23,7.45551
535.491,1140.85,9.3897
601.614,1173.99,10.4099
683.255,1126.1,12.6146
1299.32,-69.474,33.2579
