6310
4262.295470,-4495.260418,5.509810
4137.083479,-4369.895401,5.322490
4103.918424,-4454.660727,3.537350
4284.069110,-4348.298641,8.606280
4427.783369,-4387.765612,11.957200
4201.984390,-4240.196237,8.579360
4024.693038,-4266.895494,5.340130
3945.541753,-4414.061117,2.580180
4391.202325,-4248.375992,13.342500
4593.271032,-4280.269894,19.479600
4066.244288,-4102.958540,8.548910
4308.619522,-4104.754481,13.807900
3878.148451,-4287.721034,3.660710
3919.157322,-4186.542181,5.405050
3787.165082,-4373.461508,1.791140
4531.492738,-4128.975442,20.048900
4758.759121,-4172.775525,26.372100
4212.064231,-3944.295952,14.924200
3971.089564,-3907.910762,10.741100
3826.116609,-4070.121159,6.124360
4448.748870,-3963.736087,20.703500
3791.746280,-4280.346173,2.999810
3800.592129,-4205.021149,4.059070
3701.084032,-4255.183041,2.406110
3628.787707,-4332.861082,0.606117
4688.360785,-4003.940005,26.554100
4924.246783,-4065.279807,31.168500
4133.042068,-3795.829278,16.402300
4344.671832,-3790.599157,21.495200
3984.920157,-3759.693619,14.038700
3740.624430,-3906.647773,7.412050
3834.671178,-3775.851348,10.905000
3597.833550,-4031.562484,3.989940
3687.304747,-4150.215165,3.581900
4607.301361,-3809.859319,27.116900
3510.911096,-4189.194196,0.736130
4859.632858,-3883.019310,31.141500
5089.733985,-3957.784977,34.104700
4074.677968,-3674.852577,17.622200
4210.894431,-3697.651003,20.173000
4473.860548,-3685.460836,26.045600
4326.814367,-3637.370221,23.798600
3911.158235,-3644.039479,14.894500
3555.571438,-3880.972288,5.367700
3658.481138,-3773.475120,8.208490
3741.811294,-3663.366826,11.313500
3455.714278,-3959.290770,2.936840
3408.602902,-4064.501568,0.788015
4627.546173,-3632.576813,28.927100
4808.333485,-3709.701907,31.182900
5039.829020,-3751.554139,33.882700
5255.220230,-3850.294157,36.071700
4175.313024,-3589.623741,21.372600
4032.758954,-3562.289370,18.889900
4463.017068,-3556.921378,26.955800
4293.195995,-3503.990838,24.738800
3791.799398,-3555.179812,14.233800
3917.538017,-3517.072046,17.410100
3484.041646,-3751.724793,6.069000
3396.766918,-3863.146719,3.338980
3594.193071,-3662.297937,8.887670
3660.626044,-3569.384592,11.470700
3319.804855,-3956.276556,0.836930
4627.709764,-3468.988480,29.628900
4785.089032,-3564.550114,31.395400
4930.635977,-3616.666897,32.963500
5099.424032,-3552.247786,34.859600
5235.826480,-3691.171604,36.215400
5420.709737,-3742.794889,38.571200
4113.575115,-3461.602900,22.145900
4004.351748,-3486.574589,19.655600
4429.011697,-3413.164360,27.158400
4251.535392,-3365.298267,25.100000
3708.062366,-3488.212505,13.757700
3811.630217,-3449.015514,16.498200
3953.596244,-3405.359137,19.988700
3322.710823,-3768.254191,3.476230
3378.408998,-3669.158698,5.620450
3482.198255,-3644.784410,7.453400
3242.736119,-3862.346164,0.861859
3538.015595,-3571.058830,9.326540
3589.955859,-3476.225993,11.646800
4795.849510,-3454.073379,31.807600
4558.449969,-3314.118975,29.136500
4735.033903,-3347.514753,31.313900
4920.514587,-3505.316300,33.078200
5073.863032,-3399.702916,34.988800
5001.176052,-3460.321995,34.011100
5229.651319,-3434.286685,36.826600
5363.964641,-3558.963708,38.293100
5586.200131,-3635.296083,41.078400
4084.343340,-3318.112256,23.260600
4380.243451,-3269.693628,26.989900
4208.935232,-3225.290557,25.173800
3686.382091,-3391.290076,14.885700
3812.503209,-3337.019067,18.253400
3931.393422,-3268.182248,21.381900
3175.844873,-3780.821094,0.842042
3258.493464,-3682.340619,3.606510
