-429.1389594396641	182.859385977661	7
-314.9692648549222	178.5780224307333	7
-215.0707820932734	177.150901248424	7
-447.6915348096844	184.2865071599703	7
-382.0439604234581	180.0051436130426	7
-266.4471446564072	181.4322647953518	7
-403.450778158097	150.0355987845479	5
-302.1251742141388	144.3271140553107	5
-200.7995702701807	145.75423523762	5
-451.9728983566123	148.6084776022386	5
-350.6472944126541	150.0355987845479	5
-249.3216904686959	145.75423523762	5
167.3976947656112	201.4119613476815	12
211.6384514171986	188.5678707068981	12
417.1439016697333	188.5678707068981	12
298.692843538064	189.9949918892074	12
342.9336001896514	191.4221130715167	12
464.2389006859395	187.1407495245888	12
50.37375781625099	318.4358982970418	18
94.61451446783838	317.0087771147325	18
-38.10775548692379	317.0087771147325	18
0.4245164354264261	319.863019479351	18
-99.47396632622247	318.4358982970418	18
-68.07730031541848	319.863019479351	18
-152.2774500716654	319.863019479351	18
-227.9148727340568	324.1443830262788	18
-186.528358447088	322.7172618439695	18
-290.7082047556647	324.1443830262788	18
-256.4572963802422	328.4257465732066	18
-364.9185062357468	319.863019479351	18
-336.3760825895614	318.4358982970418	18
-436.2745653512103	317.0087771147325	18
-399.1694146111694	318.4358982970418	18
131.7196652078793	317.0087771147325	18
168.8248159479205	314.1545347501139	18
200.2214819587244	317.0087771147325	18
237.3266326987654	315.5816559324232	18
300.1199647203731	312.7274135678046	18
394.3099627527851	312.7274135678046	18
275.8589046211156	315.5816559324232	18
325.8081460019401	315.5816559324232	18
434.2693558574448	312.7274135678046	18
358.6319331950532	314.1545347501139	18
471.3745065974857	311.3002923854954	18
468.5202642328671	274.1951416454543	15
394.3099627527851	274.1951416454543	15
435.6964770397541	274.1951416454543	15
-387.752445152695	277.0493840100729	15
-294.9895683025926	288.466353468547	15
-206.5080549994178	279.9036263746914	15
-116.5994205139338	284.1849899216192	15
-40.96199785154238	281.3307475570007	15
34.675424810849	278.4765051923822	15
78.91618146243638	277.0493840100729	15
-431.9932018042824	281.3307475570007	15
-336.3760825895614	285.6121111039285	15
-249.3216904686959	279.9036263746914	15
-157.9859348009026	287.0392322862378	15
-78.06714859158353	281.3307475570007	15
0.4245164354264261	278.4765051923822	15
121.7298169317145	271.3408992808358	15
307.2555706319196	275.6222628277636	15
282.9945105326621	275.6222628277636	15
210.2113302348893	279.9036263746914	15
250.1707233395488	274.1951416454543	15
164.5434524009926	281.3307475570007	15
351.496327283507	274.1951416454543	15
-460.5356254504678	241.3713544523411	12
-424.8575958927362	237.0899909054133	12
-302.1251742141388	242.7984756346504	12
-185.1012372647787	238.5171120877226	12
-15.27381656997557	234.2357485407948	12
173.1061794948481	225.6730214469392	12
348.6420849188884	224.2459002646299	12
71.78057555088992	235.6628697231041	12
260.1605716157138	227.1001426292484	12
422.8523863989705	224.2459002646299	12
-132.2977535193357	229.9543849938669	12
26.11269771699324	232.8086273584855	12
210.2113302348893	228.5272638115577	12
384.3201144766202	225.6730214469392	12
-396.3151722465508	241.3713544523411	12
-357.7829003242006	239.9442332700319	12
-235.0504786456032	241.3713544523411	12
-78.06714859158353	235.6628697231041	12
134.5739075724979	232.8086273584855	12
302.9742070849917	222.8187790823207	12
468.5202642328671	227.1001426292484	12
125.8694651704019	347.4707585732681	20
169.9164152416755	352.7563925818209	20
228.0583893357569	347.4707585732681	20
272.1053394070306	349.232636576119	20
312.6285334726027	349.232636576119	20
349.6279715324725	349.232636576119	20
390.1511655980445	349.232636576119	20
435.9599936721692	345.7088805704171	20
469.4356757263373	345.7088805704171	20
-171.8879173114088	354.5182705846719	20
-392.1226676677778	354.5182705846719	20
-446.7408857561574	352.7563925818209	20
-62.65148113465	352.7563925818209	20
-8.033263046270463	352.7563925818209	20
-124.3172112344333	354.5182705846719	20
-238.8392814197451	350.9945145789698	20
16.63302899364282	349.232636576119	20
-311.0762795366342	356.2801485875228	20
64.20373507061856	349.232636576119	20
-464.4144916871643	-176.7739837304012	4
-514.1211224669963	-160.5904295230141	4
-488.6898229982452	-176.7739837304012	4
-441.2951285337541	-164.0583339960255	4
-465.570459844835	-158.2784932076731	4
-496.7816001019386	-160.5904295230141	4
-473.6622369485284	-187.1776971494357	4
-515.2770906246668	-175.6180155727306	4
-518.7449950976783	-187.1776971494357	4
-495.6256319442681	-46.14958191363365	4
-464.4144916871643	-44.99361375596317	4
-434.3593195877312	-40.36974112528111	4
-454.0107782681297	-21.87425060255299	4
-430.8914151147197	-21.87425060255299	4
-450.5428737951182	-2.222791922154272	4
-421.6436698533556	-4.534728237495358	4
-455.1667464258002	19.74060307358531	4
-423.9556061686966	18.58463491591482	4
-458.6346508988119	38.23609359631342	4
-427.4235106417081	37.08012543864294	4
-459.7906190564823	55.57561596137117	4
-435.5152877454017	57.88755227671214	4
-463.2585235294938	76.38304279944026	4
-436.6712559030722	75.22707464176978	4
-417.0197972226735	71.7591701687582	4
-408.92802011898	48.63980701534803	4
-405.4601156459684	20.89657123125591	4
-404.3041474882979	-3.378760079824872	4
-412.3959245919915	-25.34215507556456	4
-413.551892749662	-49.61748638664523	4
-419.3317335380147	-92.38830822045401	4
-422.7996380110261	-130.5352574235808	4
-421.6436698533556	-173.3060792573896	4
-425.1115743263671	-75.04878585539638	4
